date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:42:16	25072/25072	---M--	200	added ('OK')	image/png	etag:%2262740490-61f0%22	http://cdn2.editmysite.com/sprites/util/videojs/@2x-s2aff7e7d9a.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/sprites/util/videojs/@2x-s2aff7e7d9a.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:16	1312/1312	---M--	200	added ('OK')	image/png	etag:%229bd271b63d9159b54a44a04ffc35004c%22	http://cdn2.editmysite.com/images/util/videojs/@2x/maximize-icon.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/util/videojs/@2x/maximize-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:16	1188/1188	---M--	200	added ('OK')	image/png	etag:%22a39e27a424bc264a078f1cae0684324f%22	http://cdn2.editmysite.com/images/util/videojs/minimize-icon.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/util/videojs/minimize-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:17	1379/1379	---M--	200	added ('OK')	image/png	etag:%224a334a802fc406f71a130d1a5e9f9fc5%22	http://cdn2.editmysite.com/images/util/videojs/@2x/minimize-icon.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/util/videojs/@2x/minimize-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:17	3434/3434	---M--	200	added ('OK')	image/png	etag:%2222d7478d7d87858ddc07bec0d2d15af2%22	http://cdn2.editmysite.com/images/util/videojs/play-icon.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/util/videojs/play-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:18	6448/6448	---M--	200	added ('OK')	image/png	etag:%22125b63f21f0b6dbc58089378e2bd996f%22	http://cdn2.editmysite.com/images/util/videojs/@2x/play-icon.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/util/videojs/@2x/play-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:18	3386/3386	---M--	200	added ('OK')	image/png	etag:%22cb77cf241f8c1438d3de778a3ceec41e%22	http://cdn2.editmysite.com/images/util/videojs/loading-icon.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/util/videojs/loading-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:19	11573/11573	---M--	200	added ('OK')	image/png	etag:%22aeab26ec41cbf19c0a51bae5ebaeff8c%22	http://cdn2.editmysite.com/images/util/videojs/sad-face.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/util/videojs/sad-face.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:20	5668/5668	---M--	200	added ('OK')	image/png	etag:%2220914a2c130af40eec4c7d00e0258b68%22	http://cdn2.editmysite.com/images/util/videojs/@2x/loading-icon.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/util/videojs/@2x/loading-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:20	4034/4034	---M--	200	added ('OK')	image/png	etag:%2261dafe0f6d2ca774a65b1550f051eed1%22	http://cdn2.editmysite.com/images/common/buttons/small_grey.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/common/buttons/small_grey.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:20	3620/3620	---M--	200	added ('OK')	image/png	etag:%2245c052c77ba22937d30b814da5ce0573%22	http://cdn2.editmysite.com/images/common/buttons/small_blue.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/common/buttons/small_blue.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:21	4106/4106	---M--	200	added ('OK')	image/png	etag:%22b86e2dec881d77912f2b51d270cd57fe%22	http://cdn2.editmysite.com/images/old/button/large_grey.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/old/button/large_grey.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:21	23396/23396	---M--	200	added ('OK')	image/png	etag:%227e44a970dea9d5d896f09eceea67d755%22	http://cdn2.editmysite.com/images/util/videojs/@2x/sad-face.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/util/videojs/@2x/sad-face.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:21	3902/3902	---M--	200	added ('OK')	image/png	etag:%22a1f5ce729a68ba04a7d10fde0ffe1c93%22	http://cdn2.editmysite.com/images/common/buttons/large_blue.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/common/buttons/large_blue.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:21	1363/1363	---M--	200	added ('OK')	image/png	etag:%2257e00b9c62394b2e16fad248b9827803%22	http://cdn2.editmysite.com/images/common/search-light.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/common/search-light.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:22	605/605	---M--	200	added ('OK')	image/png	etag:%22cc8c2ae5040116b5c226835c9dabf900%22	http://cdn2.editmysite.com/images/common/blog/blog-comment-button.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/common/blog/blog-comment-button.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:22	395/395	---M--	200	added ('OK')	image/png	etag:%22c1fba4a7097392ef0d29d699eaa4bce4%22	http://cdn2.editmysite.com/images/common/blog/blog-comment-header.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/common/blog/blog-comment-header.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:22	249/249	---M--	200	added ('OK')	image/png	etag:%228eccf7fccea52d8473809d85ca5242fe%22	http://cdn2.editmysite.com/images/common/blog/blog-comment-pointer.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/common/blog/blog-comment-pointer.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:22	9281/9281	---M--	200	added ('OK')	image/png	etag:%22ea06d0e3d3b2e362d1a851ae90fe3cc3%22	http://cdn2.editmysite.com/images/common/social_icons.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/common/social_icons.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:22	202/202	---M--	200	added ('OK')	image/png	etag:%22d5a8a06943665bba7e937ec338ccafdc%22	http://cdn2.editmysite.com/images/common/blog/blog-comment-link.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/common/blog/blog-comment-link.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:23	388/388	---M--	200	added ('OK')	image/png	etag:%22a9b8ec4da0076df28af0cd61c400f018%22	http://cdn2.editmysite.com/images/common/blog/blog-comment-header-author.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/common/blog/blog-comment-header-author.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:23	271/271	---M--	200	added ('OK')	image/png	etag:%225079e4e7c2df7ad4294c8077b4461dd9%22	http://cdn2.editmysite.com/images/common/blog/blog-comment-pointer-author.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/common/blog/blog-comment-pointer-author.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:23	172/172	---M--	200	added ('OK')	image/png	etag:%228c2899a20bddd7b6272050b15142f38e%22	http://cdn2.editmysite.com/images/common/blog/blog-comment-field-bg.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/common/blog/blog-comment-field-bg.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:23	606/606	---M--	200	added ('OK')	image/png	etag:%22705349155eec9ceb7c0281042ea2d8d4%22	http://cdn2.editmysite.com/images/common/blog/dark-blog-comment-header.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/common/blog/dark-blog-comment-header.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:24	322/322	---M--	200	added ('OK')	image/png	etag:%226a30daf9e1e8f09ece267ed041c394eb%22	http://cdn2.editmysite.com/images/common/blog/dark-blog-comment-pointer.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/common/blog/dark-blog-comment-pointer.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:24	637/637	---M--	200	added ('OK')	image/png	etag:%227b4f174af68d3a721595241fdbf06681%22	http://cdn2.editmysite.com/images/common/blog/dark-blog-comment-header-author.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/common/blog/dark-blog-comment-header-author.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
23:42:24	268/268	---M--	200	added ('OK')	image/png	etag:%228c691c59f4e81159c6d0064810e146ee%22	http://cdn2.editmysite.com/images/common/blog/dark-blog-comment-pointer-author.png	C:/Users/clay/Desktop/numbered%20quot/proquip/cdn2.editmysite.com/images/common/blog/dark-blog-comment-pointer-author.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1596476304)
